Question,Products_name
шоколадный коктейль,"[""Коктейль Шоколадный 0.3""]"
Шоколадный кукис NEW,"[""Шоколадный кукис NEW""]"
шоколадный маффин,"[""Маффин Три шоколада 120.0""]"
Электронная подарочная Додо–карта Big,"[""Электронная подарочная Додо–карта Big""]"
Электронная подарочная Додо–карта Small,"[""Электронная подарочная Додо–карта Small""]"
я забыл соус,"[""Сырный соус Додо""]"
"я один, но я бы попробовал сразу две пицца как одну и еще моя маленькая дочка не любит пиццы, она хочет донер","[""Додстер"",""Пицца из половинок Large""]"
"Я организую вечеринку и хочу разнообразие пицц, без закусок и без десертов.","[""Аррива! Medium"",""Бургер-пицца Medium"",""Ветчина и грибы Medium"",""Ветчина и сыр Medium"",""Гавайская с альфредо Medium"",""Двойной цыпленок Medium"",""Маргарита Medium"",""Овощи и грибы Medium"",""Пепперони Medium"",""Пепперони Фреш Medium"",""Сырная Medium"",""Четыре сезона  Medium"",""Чоризо фреш Medium""]"
Я хочу заказать популярные пиццы.,"[""Ветчина и грибы Medium"",""Ветчина и сыр Medium"",""Двойной цыпленок Medium"",""Маргарита Medium"",""Пепперони Фреш Medium"",""Сырная Medium"",""Четыре сезона  Medium"",""Чоризо фреш Medium""]"
a large coca cola and a small one from the chef with beef,"[""Добрый Кола Big"",""Пицца от шефа Small""]"
a large portion of cakes with condensed milk,"[""Бруслетики 270.0""]"
a large portion of cakes with condensed milk and lingonberries,"[""Бруслетики 270.0""]"
a large portion of cakes with lingonberries,"[""Бруслетики 270.0""]"
a large portion of cheesecakes with jam,"[""Сырники с малиновым вареньем 260.0""]"
add tasty sauces,"[""Барбекю соус Додо"",""Сырный соус Додо""]"
add two different sauces,"[""Барбекю соус Додо"",""Сырный соус Додо""]"
any two pastes,"[""Паста Мясная"",""Паста Песто""]"
ariva and some unusual pizza,"[""Аррива! Medium"",""Четыре сезона  Medium""]"
ariva and two appetizers with spicy,"[""Аррива! Small"",""Додстер"",""Острый Додстер""]"
Arriva! large,"[""Аррива! Large""]"
Arriva! Medium,"[""Аррива! Medium""]"
Arriva! small,"[""Аррива! Small""]"
Bacon BBQ Roman (4 pieces) Small,"[""Бекон BBQ Римская (4 кусочка) Small""]"
Bacon BBQ Roman (pieces) Medium,"[""Бекон BBQ Римская (кусочки) Medium""]"
banana cheesecake,"[""Чизкейк Банановый с шоколадным печеньем 100.0""]"
Banana cocktail (freezer) 0.3,"[""Банановый коктейль (фризер) 0.3""]"
Banana cocktail 0.3,"[""Банановый коктейль 0.3""]"
banana ice cream not in a waffle cup,"[""Мороженое в стаканчике с банановым топпингом""]"
barbecue combo,"[""Барбекю соус Додо"",""Колбаски барбекю Medium""]"
Barbecue sauce Dodo,"[""Барбекю соус Додо""]"
Bavarian Large,"[""Баварская Large""]"
Bavarian Medium,"[""Баварская Medium""]"
Bavarian Small,"[""Баварская Small""]"
"Beef pesto (chunks, mother) Large","[""Говядина песто (кусочки, материнская) Large""]"
big blue cheese pizza,"[""Четыре сыра Large""]"
big cheese pizza and salad,"[""Салат Цезарь со смесью сыров (трекинг)"",""Сырная Large""]"
big cola and eat a little,"[""Добрый Кола Big"",""Дэнвич чоризо барбекю""]"
big cola and pizza with four flavors for one,"[""Добрый Кола Big"",""Четыре сезона  Small""]"
big hot Tea Black 0.4,"[""Чай Черный 0.4""]"
big pepperoni and drink,"[""Двойная пепперони Large"",""Добрый Кола Big""]"
big pizza with several kind of meat ,"[""Мясная Large""]"
BonaAqua non-carbonated water 0.5,"[""Вода БонаАква негазированная  0.5""]"
bracelets,"[""Бруслетики""]"
brazilian sorbet,"[""Сорбет Бразильская маракуйя и манго 1.0""]"
"Brownie, one piece","[""Брауни""]"
"brusletiki and something green, but not pizza. And garlic sauce","[""Бруслетики"",""Сырные палочки с песто"",""Чесночный соус ""]"
bruslettes and a couple of pizzas,"[""Аррива! Medium"",""Бруслетики"",""Колбаски барбекю Medium""]"
Bruslettes and choose me any small pizza plus garlic,"[""Бруслетики"",""Сырная Small"",""Сырный соус Додо""]"
budget pizza but not small,"[""Пепперони Фреш Medium""]"
burger and dessert,"[""Бруслетики"",""Бургер-пицца Medium""]"
burger and garlic pizza,"[""Бургер-пицца Medium"",""Цыпленок ранч Medium""]"
cheese and chicken pizza large,"[""Сырный цыпленок Large""]"
Children's Dodo Coloring to keep the kids busy (inedible),"[""Додо Раскраска""]"
"Children's juice ""Dobry"" Apple 0.2","[""Детский сок “Добрый” Яблоко 0.2""]"
"Children's juice ""Dobry"" Multifruit 0.2","[""Детский сок “Добрый” Мультифрукт 0.2""]"
children's order for a child with a large amount of cheese,"[""Картофель из печи"",""Пицца Миксик Small""]"
choose a two course lunch,"[""Додстер"",""Паста Карбонара""]"
coffee with nuts,"[""Кофе Ореховый латте 0.3""]"
d like some pizza for lunch with cheese and bacon medium,"[""Карбонара Medium""]"
delicious sweet fruit macaroon with macaruja,"[""Макарон манго-маракуйя""]"
delicious sweet tropical dessert,"[""Слоеные палочки с соусом манго и ананасами""]"
demonic little spicy pizza,"[""Диабло Small""]"
dessert - puffs with mango and pineapple,"[""Слоеные палочки с соусом манго и ананасами 8.0""]"
dessert puffs with cranberries,"[""Слоеные палочки с ананасами и брусникой 8.0""]"
dessert with nuts,"[""Додо тарт 80.0""]"
Diablo Large,"[""Диабло Large""]"
Diablo Medium,"[""Диабло Medium""]"
Diablo Small,"[""Диабло Small""]"
differents type of cheese,"[""Четыре сыра Medium""]"
Dobry Cola Big,"[""Добрый Кола Big""]"
Dobry Cola without sugar Big,"[""Добрый Кола без сахара Big""]"
Dobry cola without sugar Small,"[""Добрый Кола без сахара Small""]"
dodchster and latte,"[""Додстер"",""Кофе Латте 0.4""]"
Dodo (no pork) Medium,"[""Додо (без свинины) Medium""]"
Dodo (without pork) Large,"[""Додо (без свинины) Large""]"
Dodo (without pork) Small,"[""Додо (без свинины) Small""]"
Dodo Book (inedible),"[""Додо Книга ""]"
Dodo Books set (inedible),"[""Додо Книги набор""]"
Dodo Cap (inedible),"[""Додо Колпак""]"
dodo dessert ,"[""Додо тарт""]"
Dodo Large,"[""Додо Large""]"
Dodo Medium,"[""Додо Medium""]"
Dodo Mix (no pork) Medium,"[""Додо Микс (без свинины) Medium""]"
Dodo Mix (without pork) Large for two or three children,"[""Додо Микс (без свинины) Large""]"
Dodo Mix (without pork) Small,"[""Додо Микс (без свинины) Small""]"
Dodo Mix Large,"[""Додо Микс Large""]"
Dodo Mix Medium,"[""Додо Микс Medium""]"
Dodo Mix Small,"[""Додо Микс Small""]"
Dodo Small,"[""Додо Small""]"
Dodo tart branded carrot dessert,"[""Додо тарт""]"
Dodster,"[""Додстер""]"
"dodster + cola, one cheesecake and a small pizza with ham and mushrooms, one cheese sauce, please","[""Ветчина и грибы Small"",""Добрый Кола Big"",""Додстер"",""Сырный соус Додо"",""Чизкейк Нью-Йорк (новая упаковка)""]"
dodster and coffee,"[""Додстер"",""Кофе Капучино 0.4""]"
dodster and pizza with salami,"[""Додстер"",""Пепперони Фреш Medium""]"
dodster and pizza without garlic,"[""Додстер"",""Цыпленок барбекю Small""]"
dodster and something to drink,"[""Додстер"",""Коктейль Классический 0.3""]"
Dodster Curry,"[""Додстер Карри""]"
"dodster for mom, chicken pieces for son (daughter) and one large potato from the oven with cheese sauce","[""Додстер"",""Картофель из печи с сырным соусом Big"",""Куриные кусочки"",""Сырный соус Додо""]"
Dodster Pesto,"[""Додстер Песто""]"
Dodster with ham,"[""Додстер с ветчиной ""]"
dodster with hum,"[""Додстер с ветчиной ""]"
dodster with meat too,"[""Додстер"",""Супермясной Додстер""]"
dodster with pasta and cheesecake,"[""Додстер"",""Паста Карбонара"",""Чизкейк Банановый с шоколадным печеньем""]"
"dodster, cola and lipton please","[""Додстер"",""Rich Tea Зеленый с манго 0.5"",""Добрый Кола Small""] "
"dodster, muffin three chocolates, and cheese, all to go","[""Додстер"",""Маффин Три шоколада"",""Сырная Small""]"
"Dodster, potatoes from the oven and a drink","[""Додстер"",""Картофель из печи"",""Добрый Кола Small""]"
"Dodster, potatoes from the oven and a drink","[""Додстер"",""Картофель из печи"",""Кофе Капучино 0.2""]"
"Dodster, potatoes from the oven and a drink","[""Картофель из печи"",""Додстер"",""Добрый Кола Small""]"
"dodster, salad and caramel cappuccino","[""Додстер"",""Кофе Карамельный Капучино 0.3"",""Салат Цезарь со смесью сыров (трекинг)""]"
"dodster, something with potatoes, everything seems to be","[""Додстер"",""Ланчбокс с куриными кусочками"",""Сырный соус Додо""]"
dodsters for the meat-eater man,"[""Супермясной Додстер"",""Супермясной Додстер""]"
Double Chick Large,"[""Двойной цыпленок Large""]"
Double Chick Medium,"[""Двойной цыпленок Medium""]"
Double Chick Small,"[""Двойной цыпленок Small""]"
"double of the pieces for two, from the chef","[""Пицца из половинок Large"",""Пицца от шефа Small""]"
Double Pepperoni Large,"[""Двойная пепперони Large""]"
Double Pepperoni Medium,"[""Двойная пепперони Medium""]"
Double Pepperoni Small,"[""Двойная пепперони Small""]"
for two children and one Italian pizza,"[""Двойной цыпленок Small"",""Маргарита Small""]"
Fork (not from food),"[""Вилка""]"
four medium pizzas for 8 person,"[""Бургер-пицца Medium"",""Ветчина и грибы Medium"",""Ветчина и сыр Medium"",""Двойной цыпленок Medium"",""Четыре сезона  Medium""]"
Give me a big pizza with a generous layer of cheese that will melt in your mouth.,"[""Сырная Large""]"
"give pizza for two with a girl, there are two of us","[""Домашняя Medium""]"
Good Lime-Lemon 0.5,"[""Добрый Лайм-Лимон 0.5""]"
Good Mango-Passionfruit 0.5,"[""Добрый Манго-Маракуйя 0.5""]"
Good Orange 0.5,"[""Добрый Апельсин 0.5""]"
Ham and Cheese Large,"[""Ветчина и сыр Large""]"
Ham and Cheese Medium,"[""Ветчина и сыр Medium""]"
Ham and Cheese Small,"[""Ветчина и сыр Small""]"
Ham and mushrooms Large,"[""Ветчина и грибы Large""]"
Ham and mushrooms Medium,"[""Ветчина и грибы Medium""]"
Ham and mushrooms Small,"[""Ветчина и грибы Small""]"
Hand sanitizer gel,"[""Гель-антисептик для рук""]"
Hand sanitizer gel Antiseptane,"[""Гель-антисептик для рук Antiseptane""]"
"Hawaiian and homemade, both medium","[""Гавайская с альфредо Medium"",""Домашняя Medium""]"
Hawaiian and Max Size Chef,"[""Гавайская с альфредо Large"",""Пицца от шефа Large""]"
"Hawaiian is a pizza with pineapples, but without onions and with signature alfredo sauce","[""Гавайская с альфредо Large""]"
Hawaiian with alfred and spicy doner,"[""Гавайская с альфредо Medium"",""Острый Додстер""]"
Hawaiian with Alfredo Large,"[""Гавайская с альфредо Large""]"
Hawaiian with Alfredo Medium,"[""Гавайская с альфредо Medium""]"
Hawaiian with Alfredo Small,"[""Гавайская с альфредо Small""]"
hot dessert,"[""Брауни""]"
Hot sorbet orange and sea buckthorn 0.3,"[""Горячий сорбет апельсин и облепиха 0.3""]"
"huge gigantic large two pizzas with red onion, but with a different sauce.","[""Карбонара Large"",""Пицца от шефа Large""]"
hungry want to eat and sweet,"[""Бруслетики"",""Додстер""]"
I want pizza with cheese ,"[""Додо Large""]"
Ice Cappuccino (NEW) (freezer) 0.3,"[""Айс Капучино (NEW) (фризер) 0.3""]"
Ice Cappuccino (NEW) 0.3,"[""Айс Капучино (NEW) 0.3""]"
invigorating drink latte 0.4,"[""Кофе Латте 0.4""]"
kids little pizza,"[""Додо Микс Small""]"
kids pizza and something for breakfast,"[""Малиновое варенье"",""Пицца Миксик Small"",""Сырники с малиновым вареньем""]"
large light pizza with cheese,"[""Четыре сезона  Large""]"
large portion of brownies,"[""Рулетики с корицей 220.0""]"
large portion of cinnamon cakes,"[""Рулетики с корицей 220.0""]"
let me try all four kinds of cheese at once,"[""Чесночный соус "",""Четыре сыра Small""]"
lingonberry sticks,"[""Слоеные палочки с ананасами и брусникой 8.0""]"
lingonberry-cranberry sticks,"[""Слоеные палочки с брусникой и клюквенным соусом 8.0""]"
meat pizza,"[""Мясная Medium""]"
"meat pizza for me, I""m not very hungry","[""Пепперони Фреш Small""]"
Mushroom (pieces) Large,"[""Грибная (кусочки) Large""]"
mushroom pizza with chicken for three,"[""Пицца Жюльен Medium""]"
"mushroom pizza, but not Ham and mushrooms! Dodster to go","[""Додстер"",""Пицца Жюльен Small""]"
Mushroom Roman (4 pieces) Small,"[""Грибная Римская (4 кусочка) Small""]"
mushroom starter,"[""Грибной Стартер""]"
"mushroom, pepperoni and chicken","[""Ветчина и грибы Small"",""Пепперони Фреш Small"",""Цыпленок карри Small""]"
nine (9) different pizzas,"[""Ветчина и сыр Medium"",""Двойной цыпленок Medium"",""Пепперони Фреш Medium"",""Чоризо фреш Medium"",""Ветчина и грибы Medium"",""Двойная пепперони Large"",""Колбаски барбекю Medium"",""Бургер-пицца Medium"",""Цыпленок ранч Medium""]"
nine dodsters,"[""Додстер"",""Додстер Карри"",""Додстер Песто"",""Додстер с ветчиной "",""Острый Додстер"",""Супермясной Додстер"",""Додстер"",""Додстер Карри"",""Додстер Песто""]"
nineteen 19 medium pizza margherita,"[""Маргарита Medium"",""Маргарита Medium"",""Маргарита Medium"",""Маргарита Medium"",""Маргарита Medium"",""Маргарита Medium"",""Маргарита Medium"",""Маргарита Medium"",""Маргарита Medium"",""Маргарита Medium"",""Маргарита Medium"",""Маргарита Medium"",""Маргарита Medium"",""Маргарита Medium"",""Маргарита Medium"",""Маргарита Medium"",""Маргарита Medium"",""Маргарита Medium"",""Маргарита Medium""]"
"No meat, lighter","[""Овощи и грибы Small""]"
one biggest pizza with chicken  for me and my friend,"[""Песто Large""]"
only 3500 rubles collect an order of pizzas with meat and mushrooms and cheese,"[""Ветчина и грибы Medium"",""Ветчина и сыр Medium"",""Двойной цыпленок Medium"",""Маргарита Medium"",""Пепперони Medium"",""Четыре сезона  Medium""]"
only more cheese,"[""Сырная Medium""]"
Orange fresh 0.3,"[""Апельсиновый фреш 0.3""]"
Pick me something with cinnamon for dodo pizza,"[""Додо Микс Medium"",""Рулетики с корицей""]"
pineapple chocolate sticks,"[""Слоеные палочки с ананасами и шоколадным соусом 8.0""]"
pineapple cranberry sticks,"[""Слоеные палочки с ананасами и брусникой 8.0""]"
Pizza Burger Large,"[""Бургер-пицца Large""]"
Pizza Burger Medium,"[""Бургер-пицца Medium""]"
Pizza Burger Small,"[""Бургер-пицца Small""]"
pizza with chicken,"[""Цыпленок барбекю Medium""]"
pizza with meat and one without onion,"[""Сырная Small"",""Двойной цыпленок Medium""]"
promotion in which 3 pizzas from 799 ₽,"[""Пепперони Фреш Small"",""Сырная Small"",""Чоризо фреш Small""]"
promotion: two coffees at a discount,"[""Кофе Капучино 0.4"",""Кофе Капучино 0.4""]"
Ready-made large Pepperoni at a special price,"[""Пепперони Large"",""Пепперони Large""]"
Ready-made large Pepperoni at a special price,"[""Пепперони Large""]"
Rich Tea Зеленый 0.5,"[""Rich Tea Зеленый 0.5""]"
Rich Tea Зеленый с манго 0.5,"[""Rich Tea Зеленый с манго 0.5""]"
Rich Tea Черный с лимоном 0.5,"[""Rich Tea Черный с лимоном 0.5""]"
"Roman beef pesto 4 pcs (pieces, maternal) Small","[""Говядина песто Римская 4 шт (кусочки, материнская) Small""]"
"Roman beef pesto 8 pcs (pieces, maternal) Medium","[""Говядина песто Римская 8 шт (кусочки, материнская) Medium""]"
Rustic boiled pork Large,"[""Деревенская с бужениной Large""]"
Rustic with boiled pork Medium,"[""Деревенская с бужениной Medium""]"
Rustic with boiled pork Small,"[""Деревенская с бужениной Small""]"
sausages  pizza,"[""Аррива! Large""]"
soda without sugar,"[""Добрый Кола без сахара Big""]"
some big with mushroom for hungry person,"[""Ветчина и грибы Large""]"
some with tomatoes,"[""Маргарита Medium""]"
something special and premial pizza,"[""Пицца от шефа Medium""]"
special pizza large,"[""Карбонара Large""]"
tasty drink with pizza,"[""Коктейль Шоколадный 0.3"",""Сырная Medium""]"
tasty drink with small pizza,"[""Добрый Апельсин 0.5"",""Песто Small""]"
ten dodsters of different flavors,"[""Додстер"",""Додстер Карри"",""Додстер Песто"",""Додстер с ветчиной "",""Острый Додстер"",""Супермясной Додстер"",""Додстер"",""Додстер Карри"",""Острый Додстер"",""Супермясной Додстер""]"
three big tasty pizzas ,"[""Пицца из половинок Large"",""Пицца из половинок Large"",""Пицца из половинок Large""]"
throw in a sausage burger for five (5) people,"[""Бургер-пицца Medium"",""Колбаски барбекю Medium""]"
"took a pizza but forgot the rest, give me something extra to order","[""Добрый Кола Big"",""Чесночный соус ""]"
twenty nine (29) coffees,"[""Кофе Капучино 0.3"",""Кофе Капучино 0.3"",""Кофе Капучино 0.3"",""Кофе Капучино 0.3"",""Кофе Капучино 0.3"",""Кофе Капучино 0.3"",""Кофе Капучино 0.3"",""Кофе Капучино 0.3"",""Кофе Капучино 0.3"",""Кофе Капучино 0.3"",""Кофе Капучино 0.3"",""Кофе Капучино 0.3"",""Кофе Капучино 0.3"",""Кофе Капучино 0.3"",""Кофе Капучино 0.3"",""Кофе Капучино 0.3"",""Кофе Капучино 0.3"",""Кофе Капучино 0.3"",""Кофе Капучино 0.3"",""Кофе Капучино 0.3"",""Кофе Капучино 0.3"",""Кофе Капучино 0.3"",""Кофе Капучино 0.3"",""Кофе Капучино 0.3"",""Кофе Капучино 0.3"",""Кофе Капучино 0.3"",""Кофе Капучино 0.3"",""Кофе Капучино 0.3"",""Кофе Капучино 0.3""]"
two children's pizzas,"[""Пицца Миксик Small""]"
two coffees and one thing popular,"[""Додстер"",""Кофе Капучино 0.4"",""Кофе Латте 0.4""]"
"two daughters love pizza, less meat","[""Додо Микс Small"",""Сырная Small""]"
two different dodsters and two different starters for two people,"[""Грибной Стартер"",""Додстер"",""Додстер Карри"",""Сырный Стартер""]"
"two different pizzas mix, big and small","[""Додо Микс Large"",""Пицца Миксик Small""]"
two discounted coffees,"[""Кофе Капучино 0.3"",""Кофе Капучино 0.3""]"
two drinks,"[""Rich Tea Зеленый с манго 0.5"",""Добрый Кола Small""]"
two drinks with fruiits,"[""Морс Вишня  0.45"",""Морс Клюква 0.45""]"
two elements with the word barbecue,"[""Барбекю соус Додо"",""Цыпленок барбекю Large""]"
two for the letter d,"[""Додо Large"",""Додстер""]"
"two fruit drinks, cranberries and currants, each 0.45","[""Морс Клюква 0.45"",""Морс Черная смородина 0.45""]"
two large spicy pizzas,"[""Ветчина и сыр Large"",""Карбонара Large""]"
two medium vegan pizzas,"[""Овощи и грибы Medium"",""Четыре сезона  Medium""]"
two or three different pizzas to get a discount together,"[""Ветчина и грибы Small"",""Пепперони Фреш Small"",""Сырная Small""]"
"two pizzas for a child, one with pineapple","[""Гавайская с альфредо Small"",""Пицца Миксик Small""]"
two pizzas for four,"[""Пепперони Фреш Large"",""Сырная Large""]"
two pizzas for two girlfriends,"[""Пепперони Small"",""Четыре сыра Small""]"
"two pizzas for two girlfriends, two drinks","[""Пепперони Small"",""Четыре сыра Small"",""Rich Tea Зеленый с манго 0.5"",""Добрый Кола Small""]"
two pizzas for two medium-sized people with Italian herbs,"[""Маргарита Small"",""Четыре сыра Small""]"
"two pizzas so that one is spicy, the second with chicken","[""Диабло Medium"",""Цыпленок ранч Medium""]"
Two pizzas starting with the letter D,"[""Додстер"",""Домашняя Large""]"
two random pizzas,"[""Ветчина и сыр Small"",""Пепперони Medium""]"
Two small Italian style pizzas,"[""Песто Small"",""Пицца Жюльен Small""]"
two small pizzas and a soda,"[""Аррива! Small"",""Добрый Кола Big"",""Цыпленок карри Small""]"
two small spicy pizzas,"[""Ветчина и сыр Small"",""Карбонара Small""]"
two small vegetarian pizzas without meat,"[""Овощи и грибы Small"",""Сырная Small""]"
Two Spanish pizzas and two popular ones,"[""Аррива! Medium"",""Пепперони Фреш Medium"",""Сырная Medium"",""Чоризо фреш Medium""]"
two sweet desserts for your girlfriend,"[""Бруслетики"",""Маффин Три шоколада""]"
two with medium sausage,"[""Пепперони Фреш Medium"",""Пепперони Фреш Small""]"
two without bow for 5 people,"[""Ветчина и грибы Large"",""Мясная Large""]"
two without onions in tomato sauce,"[""Ветчина и грибы Medium"",""Мясная Medium""]"
two wraps and one snack for two,"[""Додстер"",""Острый Додстер"",""Сырный Стартер""]"
vegetarian pizza and salad,"[""Овощи и грибы Small"",""Салат Цезарь со смесью сыров (трекинг)""]"
vodka or beer,"[""Морс Вишня  0.45""]"
Wafer cone (m),"[""Вафельный рожок (м)""]"
Waffle cone,"[""Вафельный рожок""]"
water,"[""Вода БонаАква негазированная  0.5""]"
4 больших пиццы,"[""Бургер-пицца Large"",""Додо Large"",""Пепперони Фреш Large"",""Сырная Large""]"
4 больших пиццы,"[""Додо Large"",""Пепперони Large"",""Сырная Large"",""Бургер-пицца Large""]"
5 сладких продуктов,"[""Бруслетики"",""Чизкейк Нью-Йорк (новая упаковка)"",""Слоеные палочки с соусом манго и ананасами"",""Малиновое варенье"",""Фондан""]"
"Хочу что-то сладкое, один додстер и кофе!","[""Додстер"",""Кофе Капучино 0.4"",""Бруслетики""]"
мафин и что-то с итальянскими травами,"[""Маффин Три шоколада"",""Карбонара Small""]"
пепперони,"[""Пепперони Small""]"
пиццу хочу,"[""Пепперони Medium""]"
пиццу хочу,"[""Пепперони Medium""]"
самый популярный напиток,"[""Добрый Кола Big""]"
три додстера,"[""Додстер"",""Додстер Карри"",""Острый Додстер""]"
"три разных напитка, но не кофе","[""Добрый Лайм-Лимон 0.5"",""Морс Вишня 0.45"",""Морс Черная смородина 0.45""]"
хочу три гавайских пиццы,"[""Гавайская с альфредо Small"",""Гавайская с альфредо Small"",""Гавайская с альфредо Small""]"
чай и кофе,"[""Rich Tea Черный с лимоном 0.5"",""Кофе Капучино 0.4""]"
что-то для двух детей,"[""Двойной цыпленок Small"",""Пицца Миксик Small""]"
Что есть для веганов?,"[""Овощи и грибы Medium""]"
Два лимонада разных,"[""Добрый Лайм-Лимон 0.5"",""Напиток Черноголовка Лимонад 0.5""]"
Две пепперони,"[""Пепперони Small"",""Пепперони Medium""]"
Кофе и чай,"[""Rich Tea Черный с лимоном 0.5"",""Кофе Капучино 0.2""]"
Погнали! Додстер и арриву,"[""Аррива! Medium"",""Додстер""]"
два ципленка ранч,"[""Цыпленок ранч Small"",""Цыпленок ранч Medium""]"
я голодный,"[""Картофель из печи с сырным соусом Big"",""Додстер""]"
10 питцц,"[""Аррива! Medium"",""Бургер-пицца Medium"",""Ветчина и грибы Medium"",""Ветчина и сыр Medium"",""Гавайская с альфредо Medium"",""Двойной цыпленок Medium"",""Маргарита Medium"",""Овощи и грибы Medium"",""Пепперони Medium"",""Четыре сезона Medium""]"
Додо додстер,"[""Додо Medium"",""Додстер""]"
"Пиццу на 5 человек, морсик, додстер и десерт с шоколадом","[""Двойной цыпленок Small"",""Морс Клюква 0.45"",""Додстер"",""Пепперони Фреш Large"",""Фондан""]"
завтрак и кофе,"[""Кофе Латте 0.4"",""Малиновое варенье"",""Сырники с малиновым вареньем""]"
завтрак и кофе для Алерона,"[""Кофе Латте 0.4"",""Малиновое варенье"",""Сырники с малиновым вареньем""]"
3 средние пиццы,"[""Ветчина и сыр Medium"",""Пепперони Фреш Medium"",""Чоризо фреш Medium""]"
4 большие,"[""Додо Large"",""Пепперони Фреш Large"",""Пицца от шефа Large"",""Сырная Large""]"
Арриву,"[""Аррива! Small""]"
Большую арриву,"[""Аррива! Large""]"
Додсте и большую арриву,"[""Аррива! Large"",""Додстер""]"
Додстер,"[""Додстер""]"
Колу,"[""Добрый Кола Big""]"
Пицца на троих,"[""Бургер-пицца Medium"",""Пицца Жюльен Medium"",""Пепперони Фреш Medium""]"
Пиццу жюльен,"[""Пицца Жюльен Small""]"
Пиццу без грибов,"[""Ветчина и сыр Small""]"
Пиццу с грибами без овощей,"[""Пицца Жюльен Small""]"
Хочу пиццу с ананасами,"[""Гавайская с альфредо Large""]"
Что нибудь для детей их трое,"[""Малиновое варенье"",""Пицца Миксик Small"",""Сырники с малиновым вареньем""]"
пиццу с протеином,"[""Двойной цыпленок Medium""]"
самую дорогую,"[""Диабло Medium"",""Пицца от шефа Large""]"
что нибудь легкое перекусить,"[""Додстер"",""Малиновое варенье"",""Сырники с малиновым вареньем""]"
что-то на завтрак,"[""Малиновое варенье"",""Сырники с малиновым вареньем""]"
Накормить Карину бюджетно очень,"[""Добрый Кола Small"",""Додстер""]"
Супер невероятно сытный ужин для Карины,"[""Картофель из печи с сырным соусом Big"",""Куриные кусочки"",""Мясной Микс с пастрами из говядины Medium"",""Салат Цезарь со смесью сыров (трекинг)"",""Сырный соус Додо""]"
Хочу плотный завтрак на двоих или острую мясную пиццу без лука,"[""Двойной цыпленок Medium"",""Острый Додстер""]"
кофе и сладенькое,"[""Кофе Латте 0.4"",""Чизкейк Нью-Йорк (новая упаковка)""]"
пиццы на пятерых,"[""Ветчина и сыр Large"",""Пепперони Фреш Large""]"
Додстер,"[""Додстер""]"
Пицца на компанию,"[""Ветчина и грибы Medium"",""Ветчина и сыр Medium"",""Двойной цыпленок Medium"",""Маргарита Medium"",""Четыре сезона Medium""]"
Пицца на компанию,"[""Мясной Микс с пастрами из говядины Medium"",""Пепперони Фреш Medium"",""Сырная Medium"",""Сырный соус Додо"",""Чоризо фреш Medium""]"
5 пицц,"[""Ветчина и грибы Medium"",""Ветчина и сыр Medium"",""Двойной цыпленок Medium"",""Маргарита Medium"",""Четыре сезона Medium""]"
Кофе и что-то острое,"[""Острый Додстер"",""Кофе Латте 0.4""]"
"Кофе, пиццу без мяса, додстер и десертик","[""Кофе Латте 0.4"",""Додстер"",""Овощи и грибы Small"",""Бруслетики""]"
"ебани мне несколько пицц на 4 человека и 2 десерта для детей, жена не есть мясо","[""Бруслетики"",""Овощи и грибы Small"",""Пепперони Фреш Medium"",""Сырная Medium"",""Чизкейк Нью-Йорк (новая упаковка)"",""Чоризо фреш Medium""]"
кофе и додстер,"[""Додстер"",""Кофе Капучино 0.4""]"
"не ем мясо, не ем лук, не ем говядину, не ем оливки, очень голоден","[""Сырная Small"",""Четыре сыра Medium""]"
"очень голодный, не ем пиццу","[""Додстер"",""Куриные кусочки""]"
пиццы с ветчиной,"[""Ветчина и сыр Medium"",""Ветчина и грибы Small""]"
с грибами,"[""Ветчина и грибы Small"",""Грибной Стартер""]"
"три пиццы, одна гавайская, вторая с ветчиной и другая с сыром","[""Гавайская с альфредо Medium"",""Ветчина и грибы Medium"",""Сырная Medium""]"
"три пиццы, одна с ветчиной","[""Ветчина и грибы Medium"",""Ветчина и сыр Medium"",""Сырная Medium""]"
"устал, хочу побольше мяса","[""Супермясной Додстер"",""Цыпленок ранч Small""]"
хочу позавтракать,"[""Малиновое варенье"",""Сырная Small"",""Сырники с малиновым вареньем""]"
шавуху с кофе,"[""Кофе Латте 0.4"",""Додстер""]"
2 пиццы уложиться в 1000 рублей,"[""Пепперони Фреш Small"",""Сырная Small""]"
"Будем смотреть футбол в офисе, 10 человек, пивко взяли","[""Двойная пепперони Large"",""Добрый Кола Big"",""Картофель из печи"",""Пепперони Фреш Medium"",""Сырная Medium"",""Сырный соус Додо"",""Чоризо фреш Medium""]"
Йоу! Додстер и арриву,"[""Аррива! Medium"",""Додстер""]"
Мне грустно (,"[""Пепперони Фреш Medium"",""Чизкейк Нью-Йорк (новая упаковка)"",""Фондан"",""Маффин Три шоколада""]"
Мне чет грустно,"[""Маффин Три шоколада"",""Фондан""]"
Нас двое голодных,"[""Домашняя Medium"",""Чоризо фреш Small""]"
Пиццы на 3000,"[""Бургер-пицца Medium"",""Ветчина и сыр Medium"",""Двойной цыпленок Medium"",""Маргарита Medium"",""Пепперони Medium""]"
Пиццы на пятерых,"[""Ветчина и сыр Large"",""Пепперони Фреш Large""]"
Большая шаверма и чай,"[""Додстер"",""Rich Tea Черный с лимоном 0.5""]"
